job,marital,education,default,housing,loan,contact,month,poutcome,y
technician,single,university.degree,no,no,no,cellular,aug,nonexistent,0
blue-collar,married,basic.9y,no,yes,no,cellular,aug,nonexistent,0
self-employed,single,university.degree,unknown,no,no,cellular,apr,nonexistent,0
blue-collar,married,basic.6y,unknown,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,jul,nonexistent,0
self-employed,divorced,university.degree,no,yes,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,nov,nonexistent,0
technician,married,professional.course,no,no,yes,cellular,aug,nonexistent,0
entrepreneur,married,high.school,no,no,no,cellular,sep,nonexistent,0
unemployed,single,high.school,no,yes,no,cellular,dec,success,1
housemaid,married,university.degree,no,yes,no,telephone,nov,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,nov,nonexistent,0
entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,nonexistent,0
technician,married,university.degree,no,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,yes,cellular,nov,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,nonexistent,0
admin.,married,high.school,no,yes,no,cellular,may,success,0
technician,single,university.degree,no,yes,no,cellular,jul,nonexistent,0
admin.,married,professional.course,no,yes,no,telephone,may,nonexistent,0
entrepreneur,married,university.degree,no,no,no,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,no,yes,no,cellular,apr,nonexistent,0
student,single,high.school,no,no,no,telephone,apr,nonexistent,1
admin.,single,unknown,no,yes,no,telephone,may,nonexistent,0
student,single,basic.4y,no,no,no,telephone,may,nonexistent,0
retired,married,basic.4y,no,no,no,cellular,mar,success,1
unemployed,single,university.degree,no,yes,yes,cellular,nov,nonexistent,0
technician,single,university.degree,no,no,no,cellular,nov,nonexistent,1
retired,married,high.school,no,yes,no,cellular,oct,success,1
blue-collar,married,basic.4y,unknown,no,no,telephone,may,nonexistent,0
management,married,university.degree,no,yes,no,telephone,aug,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,nonexistent,0
technician,married,professional.course,no,no,no,cellular,apr,nonexistent,1
technician,single,professional.course,no,no,no,telephone,may,nonexistent,0
technician,divorced,professional.course,no,no,yes,cellular,jul,nonexistent,0
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,nonexistent,0
blue-collar,single,unknown,no,yes,no,cellular,nov,nonexistent,0
admin.,single,high.school,no,no,no,cellular,jul,nonexistent,0
unemployed,single,high.school,no,yes,no,cellular,jul,nonexistent,1
blue-collar,married,basic.6y,no,yes,no,telephone,may,nonexistent,0
housemaid,single,unknown,no,no,yes,telephone,jun,nonexistent,0
technician,divorced,professional.course,no,yes,no,cellular,nov,failure,0
admin.,single,university.degree,no,no,no,telephone,jun,nonexistent,0
technician,single,basic.6y,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,professional.course,no,no,yes,cellular,nov,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,nonexistent,0
blue-collar,single,basic.6y,no,no,no,cellular,jul,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,nov,nonexistent,0
services,married,high.school,unknown,no,no,cellular,may,nonexistent,0
student,single,high.school,no,yes,no,cellular,oct,failure,0
housemaid,married,basic.4y,no,yes,no,cellular,aug,nonexistent,0
blue-collar,married,basic.9y,no,no,no,cellular,may,success,1
management,married,university.degree,no,no,yes,cellular,may,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,aug,nonexistent,0
admin.,married,high.school,no,no,no,cellular,jul,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,jun,nonexistent,0
blue-collar,married,basic.4y,unknown,no,no,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,unknown,no,no,telephone,may,nonexistent,0
technician,married,basic.9y,unknown,yes,yes,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,unknown,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.9y,unknown,no,no,cellular,may,failure,0
services,divorced,high.school,unknown,yes,no,telephone,jun,nonexistent,0
blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
services,single,high.school,no,no,no,cellular,oct,failure,0
admin.,married,high.school,no,yes,no,cellular,may,nonexistent,0
entrepreneur,married,high.school,unknown,no,no,cellular,nov,failure,0
unknown,divorced,basic.4y,no,no,no,cellular,jul,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,may,nonexistent,1
retired,married,high.school,unknown,no,no,telephone,jul,nonexistent,0
retired,married,professional.course,no,yes,no,cellular,may,nonexistent,0
blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,nonexistent,0
unemployed,single,high.school,unknown,no,no,telephone,jun,nonexistent,0
admin.,married,university.degree,unknown,no,no,cellular,aug,nonexistent,0
entrepreneur,single,university.degree,no,no,no,telephone,jun,nonexistent,0
technician,single,professional.course,no,no,no,cellular,aug,nonexistent,1
admin.,single,high.school,no,yes,no,cellular,apr,nonexistent,1
admin.,divorced,university.degree,no,no,no,telephone,apr,nonexistent,0
services,married,professional.course,no,yes,no,cellular,aug,nonexistent,0
technician,married,professional.course,no,no,yes,cellular,aug,nonexistent,0
admin.,divorced,high.school,no,unknown,unknown,cellular,aug,nonexistent,0
admin.,married,university.degree,no,yes,yes,telephone,jul,nonexistent,0
blue-collar,married,basic.4y,no,yes,yes,cellular,aug,nonexistent,0
entrepreneur,married,university.degree,no,no,no,cellular,apr,nonexistent,0
entrepreneur,single,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,may,nonexistent,0
technician,married,basic.6y,no,yes,no,telephone,jun,nonexistent,0
unemployed,married,unknown,no,yes,no,telephone,jun,nonexistent,0
services,single,high.school,unknown,yes,yes,telephone,may,nonexistent,0
admin.,single,university.degree,no,no,no,cellular,may,nonexistent,0
technician,married,university.degree,no,no,no,telephone,jun,nonexistent,0
services,married,high.school,no,yes,no,cellular,may,failure,0
admin.,married,university.degree,no,yes,yes,cellular,aug,nonexistent,0
admin.,married,basic.6y,unknown,yes,no,telephone,may,nonexistent,0
admin.,married,high.school,unknown,no,no,telephone,may,nonexistent,0
services,single,high.school,no,no,no,telephone,may,nonexistent,0
management,single,university.degree,no,yes,no,cellular,mar,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,nonexistent,0
services,single,basic.9y,no,unknown,unknown,cellular,may,failure,0
housemaid,married,basic.4y,unknown,yes,no,cellular,aug,nonexistent,0
services,single,high.school,no,yes,yes,cellular,aug,success,1
admin.,married,high.school,no,no,no,telephone,may,nonexistent,1
blue-collar,married,professional.course,no,yes,no,cellular,sep,nonexistent,0
services,married,high.school,unknown,no,no,telephone,may,nonexistent,0
admin.,married,basic.9y,no,yes,yes,cellular,jul,nonexistent,0
admin.,single,university.degree,no,no,yes,cellular,aug,nonexistent,0
services,single,high.school,no,yes,no,cellular,may,failure,0
technician,single,basic.9y,no,no,no,cellular,may,nonexistent,0
self-employed,married,high.school,no,yes,no,telephone,may,nonexistent,0
services,single,high.school,no,no,no,cellular,jul,nonexistent,0
admin.,married,high.school,no,no,yes,cellular,nov,nonexistent,0
blue-collar,married,basic.9y,no,no,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,may,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,may,nonexistent,0
blue-collar,married,basic.4y,no,no,no,telephone,may,nonexistent,0
blue-collar,single,professional.course,no,no,no,cellular,may,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
self-employed,married,university.degree,no,yes,no,cellular,aug,nonexistent,0
admin.,married,university.degree,no,no,no,telephone,may,nonexistent,0
services,divorced,high.school,unknown,yes,no,cellular,jul,nonexistent,0
services,married,high.school,no,no,no,telephone,may,nonexistent,0
blue-collar,married,unknown,no,no,no,telephone,jun,nonexistent,0
admin.,divorced,university.degree,no,yes,no,cellular,jul,nonexistent,0
services,married,high.school,no,no,no,telephone,may,nonexistent,0
student,single,unknown,no,no,no,cellular,mar,success,1
self-employed,single,professional.course,no,no,no,cellular,may,success,0
technician,married,professional.course,unknown,yes,no,cellular,may,nonexistent,0
services,single,high.school,no,unknown,unknown,telephone,jul,nonexistent,0
blue-collar,single,basic.4y,no,no,no,telephone,may,nonexistent,0
retired,married,basic.4y,no,unknown,unknown,cellular,jul,nonexistent,0
admin.,single,university.degree,no,yes,yes,cellular,may,nonexistent,0
admin.,married,university.degree,no,yes,yes,cellular,jun,nonexistent,1
blue-collar,married,basic.6y,no,yes,no,cellular,jul,nonexistent,0
retired,married,basic.4y,unknown,no,yes,telephone,jun,nonexistent,0
services,divorced,high.school,no,no,no,cellular,nov,nonexistent,1
services,single,high.school,no,yes,no,cellular,jul,nonexistent,0
admin.,married,high.school,no,yes,no,telephone,may,nonexistent,0
admin.,single,university.degree,no,unknown,unknown,cellular,aug,nonexistent,0
blue-collar,single,professional.course,no,no,no,cellular,may,failure,0
blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,nonexistent,0
blue-collar,single,basic.9y,no,no,no,telephone,jun,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,aug,nonexistent,0
self-employed,married,high.school,unknown,yes,no,telephone,may,nonexistent,0
admin.,single,high.school,no,no,no,cellular,may,failure,1
entrepreneur,married,basic.9y,unknown,no,no,telephone,may,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,jun,nonexistent,0
technician,single,high.school,no,no,no,cellular,jul,nonexistent,0
retired,divorced,high.school,unknown,yes,no,telephone,may,nonexistent,0
self-employed,married,university.degree,no,yes,no,cellular,may,failure,1
admin.,divorced,university.degree,no,yes,no,cellular,jun,nonexistent,0
admin.,married,high.school,no,no,no,cellular,jul,nonexistent,0
management,married,university.degree,no,no,no,cellular,nov,nonexistent,0
blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,nonexistent,0
management,married,university.degree,no,no,no,cellular,aug,nonexistent,0
management,married,high.school,no,yes,no,telephone,jun,nonexistent,0
retired,divorced,university.degree,no,yes,yes,cellular,aug,nonexistent,0
technician,married,professional.course,no,no,no,cellular,nov,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
management,divorced,university.degree,no,yes,no,cellular,sep,success,1
admin.,married,high.school,no,no,no,cellular,nov,failure,0
admin.,married,basic.6y,unknown,yes,no,cellular,jul,nonexistent,0
admin.,married,university.degree,unknown,no,yes,cellular,aug,nonexistent,0
blue-collar,single,high.school,no,yes,no,cellular,nov,nonexistent,0
technician,married,professional.course,no,no,no,cellular,nov,failure,0
admin.,married,university.degree,unknown,no,yes,cellular,aug,nonexistent,0
admin.,married,basic.6y,no,no,no,cellular,may,failure,0
admin.,married,university.degree,no,no,no,cellular,aug,nonexistent,0
technician,married,high.school,no,no,no,cellular,jul,nonexistent,0
technician,single,university.degree,unknown,no,no,telephone,jun,nonexistent,0
technician,single,university.degree,no,yes,no,telephone,may,nonexistent,0
entrepreneur,married,professional.course,no,yes,no,telephone,jul,nonexistent,0
admin.,married,university.degree,no,yes,no,cellular,oct,success,0
admin.,divorced,high.school,no,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.4y,no,yes,yes,telephone,jun,nonexistent,0
technician,single,university.degree,no,yes,no,cellular,may,nonexistent,0
technician,single,professional.course,no,no,no,cellular,aug,nonexistent,0
unemployed,single,basic.9y,no,yes,no,cellular,nov,nonexistent,1
technician,married,professional.course,no,no,no,cellular,jul,nonexistent,0
services,married,basic.6y,no,unknown,unknown,cellular,may,nonexistent,0
admin.,divorced,university.degree,no,yes,no,cellular,may,nonexistent,0
unemployed,married,basic.6y,no,yes,no,cellular,nov,nonexistent,0
retired,married,high.school,no,yes,no,telephone,may,nonexistent,0
services,divorced,high.school,no,yes,no,cellular,jul,nonexistent,0
admin.,married,basic.9y,no,no,no,telephone,may,nonexistent,0
technician,single,university.degree,no,yes,yes,cellular,may,nonexistent,0
entrepreneur,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
services,married,high.school,no,yes,yes,telephone,jul,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,oct,nonexistent,0
admin.,married,university.degree,no,no,no,cellular,may,nonexistent,0
management,married,university.degree,no,yes,no,cellular,jul,nonexistent,0
blue-collar,married,basic.9y,unknown,yes,no,cellular,may,nonexistent,0
management,married,university.degree,no,yes,no,cellular,nov,failure,0
admin.,married,high.school,no,no,no,cellular,oct,nonexistent,0
self-employed,divorced,basic.9y,no,yes,no,cellular,apr,nonexistent,0
services,married,university.degree,no,no,no,telephone,may,nonexistent,0
student,single,unknown,unknown,no,yes,cellular,jul,nonexistent,0
self-employed,single,university.degree,no,yes,no,cellular,nov,success,0
retired,married,basic.6y,no,yes,no,cellular,apr,nonexistent,0
unemployed,divorced,high.school,no,yes,no,telephone,may,nonexistent,0
blue-collar,married,unknown,unknown,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.6y,no,no,no,telephone,may,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,cellular,may,nonexistent,0
entrepreneur,married,basic.6y,no,no,no,telephone,may,nonexistent,0
blue-collar,single,high.school,no,yes,no,telephone,may,nonexistent,0
admin.,married,high.school,no,no,no,cellular,jul,nonexistent,0
blue-collar,married,basic.6y,no,yes,no,cellular,may,nonexistent,0
retired,married,basic.9y,unknown,yes,yes,cellular,aug,nonexistent,0
housemaid,divorced,university.degree,no,no,no,cellular,nov,failure,0
services,single,high.school,no,no,no,cellular,jul,nonexistent,1
retired,married,professional.course,no,yes,yes,telephone,jun,nonexistent,0
admin.,single,university.degree,no,yes,no,cellular,nov,failure,0
technician,married,professional.course,no,yes,no,telephone,jun,nonexistent,1
blue-collar,married,basic.9y,no,yes,no,cellular,nov,nonexistent,0
blue-collar,single,high.school,no,yes,yes,cellular,may,failure,0
services,married,high.school,no,no,yes,telephone,may,nonexistent,0
retired,married,high.school,no,no,no,cellular,oct,success,1
services,married,high.school,unknown,yes,yes,cellular,aug,nonexistent,0
self-employed,married,university.degree,no,no,no,telephone,jul,nonexistent,0
