workclass,education,marital_status,occupation,relationship,race,sex,income
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,11th,Divorced,Exec-managerial,Not-in-family,White,Male,<=50K
Private,9th,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Never-married,Sales,Other-relative,White,Male,<=50K
Local-gov,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,<=50K
Private,Bachelors,Divorced,Protective-serv,Not-in-family,Black,Male,>50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,11th,Divorced,Handlers-cleaners,Unmarried,Black,Female,<=50K
Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,10th,Never-married,Other-service,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Prof-school,Separated,Prof-specialty,Not-in-family,White,Male,>50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50K
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
?,HS-grad,Never-married,?,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Assoc-voc,Never-married,Exec-managerial,Own-child,White,Female,<=50K
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50K
Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
Private,Masters,Never-married,Sales,Own-child,White,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,1st-4th,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Female,<=50K
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50K
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50K
Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Some-college,Divorced,Exec-managerial,Own-child,Black,Female,<=50K
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
State-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,<=50K
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Other-service,Wife,White,Female,>50K
Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,>50K
Private,12th,Never-married,Machine-op-inspct,Other-relative,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,<=50K
Federal-gov,Bachelors,Never-married,Transport-moving,Not-in-family,Black,Male,<=50K
Private,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,<=50K
Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,>50K
Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50K
Private,HS-grad,Separated,Craft-repair,Own-child,White,Male,<=50K
Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Female,<=50K
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,<=50K
Private,12th,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Private,7th-8th,Divorced,Machine-op-inspct,Unmarried,White,Female,<=50K
?,Some-college,Never-married,?,Own-child,Black,Male,<=50K
Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,Black,Male,>50K
Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50K
Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<=50K
Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50K
State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50K
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,<=50K
Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,<=50K
Private,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,<=50K
Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,<=50K
Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,<=50K
Local-gov,7th-8th,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50K
?,Assoc-voc,Married-civ-spouse,?,Wife,Black,Female,<=50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,>50K
Private,10th,Never-married,Priv-house-serv,Own-child,Black,Female,<=50K
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50K
Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Male,<=50K
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Some-college,Separated,Other-service,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,>50K
?,Some-college,Never-married,?,Own-child,White,Male,<=50K
Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50K
Private,Bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,<=50K
Private,7th-8th,Widowed,Other-service,Not-in-family,Other,Female,<=50K
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50K
Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,<=50K
Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,>50K
Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Federal-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,<=50K
?,Prof-school,Married-civ-spouse,?,Husband,White,Male,<=50K
Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,<=50K
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50K
Private,7th-8th,Divorced,Transport-moving,Not-in-family,White,Male,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50K
?,Some-college,Divorced,?,Unmarried,White,Female,<=50K
Private,Some-college,Divorced,Sales,Unmarried,White,Female,<=50K
Private,10th,Never-married,Machine-op-inspct,Unmarried,White,Male,<=50K
Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
Private,HS-grad,Never-married,Other-service,Other-relative,White,Male,<=50K
?,Bachelors,Never-married,?,Not-in-family,Asian-Pac-Islander,Male,<=50K
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Self-emp-inc,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,<=50K
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,>50K
Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50K
Local-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50K
Private,Assoc-acdm,Divorced,Transport-moving,Unmarried,White,Female,<=50K
Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,<=50K
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,>50K
Private,HS-grad,Divorced,Farming-fishing,Not-in-family,Black,Male,<=50K
Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,<=50K
State-gov,Some-college,Separated,Sales,Not-in-family,White,Male,<=50K
?,Some-college,Widowed,?,Unmarried,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
State-gov,5th-6th,Never-married,Machine-op-inspct,Own-child,White,Female,<=50K
?,10th,Never-married,?,Own-child,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50K
Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Other,Male,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50K
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Bachelors,Divorced,Sales,Unmarried,White,Male,>50K
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,>50K
Private,Doctorate,Separated,Exec-managerial,Unmarried,White,Male,>50K
Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Never-married,Sales,Own-child,White,Male,<=50K
Private,Bachelors,Separated,Craft-repair,Not-in-family,White,Male,<=50K
Private,10th,Never-married,Other-service,Own-child,White,Female,<=50K
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50K
Private,10th,Never-married,Other-service,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,>50K
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50K
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,>50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50K
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50K
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,>50K
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,<=50K
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50K
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50K
Self-emp-not-inc,Some-college,Divorced,Other-service,Not-in-family,White,Female,<=50K
Private,Some-college,Widowed,Sales,Unmarried,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,>50K
Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,<=50K
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,<=50K
Private,HS-grad,Separated,Other-service,Unmarried,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50K
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50K
Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50K
Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,>50K
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Other,Female,<=50K
Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50K
Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,<=50K
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50K
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Other,Male,<=50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50K
Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50K
